Tipo;Ano;Qualis;Autor Principal;Título do Artigo;Periódico/Evento;Aut.Total;Aut.Prof;Aut.Dout;Aut.Mestr;Aut.Grad;Autores - Nomes;PPGC
Conferência;2013;-;Dante Augusto Couto Barone;Robótica Educativa como motivação ao ingresso em carreiras de Engenharia e Tecnologia: O Projeto ROBOCETi;XLI CONGRESSO BRASILEIRO DE EDUCAÇÃO EM ENGENHARIA, COBENGE 2013;3;1;0;0;0;"Adelson Carvalho; Dante Augusto Couto Barone; Eduardo Oliveira Teles";Sim
Periódico;2013;A2;Edson Prestes e Silva Júnior;Robotics and Automation Activities in Brazil [IAB];IEEE Robotics & Automation Magazine;4;1;0;0;0;"Edson Prestes e Silva JÃºnior; Vitor A. M. Jorge; Mario Fernando Montenegro Campos; Roseli Ap. Francelin Romero";Sim
Periódico;2013;A2;Vitor Augusto Machado Jorge;Robotics and Automation Activities in Brazil [IAB];IEEE Robotics & Automation Magazine;4;2;0;0;0;"PRESTES, EDSON; Vitor Augusto Machado Jorge; CAMPOS, MARIO; ROMERO, ROSELI A.F.";Sim
Conferência;2013;-;Daniel Alfonso Gonçalves de Oliveira;Scalability and Energy Efficiency of HPC cluster with ARM MPSoC;Workshop de Processamento Paralelo e Distribuído (WSPPD 2013);7;2;0;0;0;"Edson Luiz Padoin; Daniel Alfonso Gonçalves de Oliveira; Pedro Antônio Madeira de Campos Velho; Philippe Olivier Alexandre Navaux; Brice Videau; Augustin Degomme; Jean-Francois Mehaut";Sim
Conferência;2013;A2;Luigi Carro;Scrubbing unit repositioning for fast error repair in FPGAs;International Conference on Compilers, Architecture, and Synthesis for Embedded Systems;3;1;0;0;0;"NAZAR, GABRIEL L.; SANTOS, LEONARDO P.; Luigi Carro";Sim
Conferência;2013;A2;Gabriel Luca Nazar;Scrubbing unit repositioning for fast error repair in FPGAs;International Conference on Compilers, Architecture, and Synthesis for Embedded Systems;3;2;0;0;0;"Gabriel Luca Nazar; SANTOS, LEONARDO P.; Carro, Luigi";Sim
Conferência;2013;A2;Leonardo Pereira Santos;Scrubbing unit repositioning for fast error repair in FPGAs;International Conference on Compilers, Architecture, and Synthesis for Embedded Systems;3;2;0;1;0;"NAZAR, GABRIEL L.; Leonardo Pereira Santos; CARRO, LUIGI";Sim
Conferência;2013;A1;Mariana Luderitz Kolberg;Segmented DP-SLAM;IEEE/RSJ International Conference on Intelligent Robots and Systems;4;2;0;0;0;"Renan Maffei; Vitor Jorge; Mariana Luderitz Kolberg; Edson Prestes";Sim
Conferência;2013;A1;Edson Prestes e Silva Júnior;Segmented DP-SLAM;IEEE/RSJ International Conference on Intelligent Robots and Systems;4;2;0;0;0;"Renan Maffei; Vitor A. M. Jorge; Mariana Luderitz Kolberg; Edson Prestes e Silva Júnior";Sim
Conferência;2013;A1;Renan de Queiroz Maffei;Segmented DP-SLAM;IEEE/RSJ International Conference on Intelligent Robots and Systems;4;4;0;0;0;"Renan de Queiroz Maffei; JORGE, VITOR; KOLBERG, MARIANA; PRESTES, EDSON";Sim
Conferência;2013;A1;Vitor Augusto Machado Jorge;Segmented DP-SLAM;IEEE/RSJ International Conference on Intelligent Robots and Systems;4;4;0;0;0;"MAFFEI, RENAN; Vitor Augusto Machado Jorge; KOLBERG, MARIANA; PRESTES, EDSON";Sim
Conferência;2013;A2;Lisandro Zambenedetti Granville;Self-* Properties and P2P Technology on Disruption-Tolerant Management;IEEE Symposium on Computers and Communications;4;2;0;0;0;"Jéferson Nobre; Pedro Arthur Duarte; Lisandro Zambenedetti Granville; Liane Margarida Rockenbach Tarouco";Sim
Conferência;2013;A2;Liane Margarida Rockenbach Tarouco;Self-* Properties and P2P Technology on Disruption-Tolerant Management;IEEE Symposium on Computers and Communications;3;2;0;0;0;"NOBRE, Jéferson; Lisandro Zambenedetti Granville; Liane Margarida Rockenbach Tarouco";Sim
Conferência;2013;B3;Ana Lucia Cetertich Bazzan;Self-Adapting Coalition Formation Among Electric Vehicles in Smart Grids;IEEE International Conference on Self-Adaptive and Self-Organizing Systems;3;1;1;0;0;"RAMOS, GABRIEL DE O.; RIAL, JUAN C. BURGUILLO; Ana Lucia Cetertich Bazzan";Sim
Conferência;2013;B3;Gabriel de Oliveira Ramos;Self-Adapting Coalition Formation Among Electric Vehicles in Smart Grids;IEEE International Conference on Self-Adaptive and Self-Organizing Systems;3;2;0;0;0;"Gabriel de Oliveira Ramos; RIAL, JUAN C. BURGUILLO; BAZZAN, ANA L.C.";Sim
Conferência;2013;A1;Cláudio Rosito Jung;Self-occlusion and 3D pose estimation in still images;IEEE International Conference on Image Processing;4;1;0;0;0;"Julio Cezar Silveira Jacques Jr; Leandro Lorenzett Dihl; Cláudio Rosito Jung; Soraia Raupp Musse";Sim
Conferência;2013;-;Liane Margarida Rockenbach Tarouco;Sequência didática com o uso de Objetos de Aprendizagem como auxílio ao desenvolvimento do Pensamento Crítico na aprendizagem de Termodinâmica no Ensino Médio;IX CONGRESO INTERNACIONAL SOBRE INVESTIGACIÓN EN DIDÁCTICA DE LAS CIENCIAS;2;1;0;0;0;"Ana Marli Bulegon; Liane Margarida Rockenbach Tarouco";Sim
Conferência;2013;B1;Alberto Egon Schaeffer Filho;Simulation and Evaluation of Network Resilience with PReSET;IFIP/IEEE International Symposium on Integrated Network Management;6;1;0;0;0;"Alberto Egon Schaeffer Filho; Andreas Mauthe; David Hutchison; Paul Smith; Yue Yu; Michael Fry";Sim
Conferência;2013;-;Carlos Eduardo Pereira;Sistema de Detecção de Falhas Embarcado Utilizando Redes WirelessHart;SIMPÓSIO EM COMPUTAÇÃO E AUTOMAÇÃO PARA INDÚSTRIA NAVAL, OFFSHORE E SUBAQUÁTICA;7;1;0;0;0;"Leonardo Piccoli; Carlos Solon Soares Guimarães Jr.; Renato Ventura Bayan Henriques; Jean Michel Winter; Ivan Muller; JOÃO CÉSAR NETTO; Carlos Eduardo Pereira";Sim
Conferência;2013;-;Antonio Carlos Schneider Beck Filho;Sistemas Embarcados Adaptáveis;Jornadas de Atualização em Informática;3;2;0;0;0;"Luigi Carro; Antonio Carlos Schneider Beck Filho; Carlos Arthur Lang Lisboa";Sim
Periódico;2013;B1;Rafael Heitor Bordini;Situated normative infrastructures: the normative object approach;Journal of Logic and Computation (Online);3;1;0;0;0;"Fabio Yoshimitsy Okuyama; Rafael Heitor Bordini; da Rocha Costa, A. C.";Sim
Conferência;2013;-;Leandro Krug Wives;Situation-Aware Smart Envirnoments Modeling;International Workshop on Web Information Systems;4;2;0;0;0;"Alencar Machado; Ana Marilza Pernas; Leandro Krug Wives; José Palazzo Moreira de Oliveira";Sim
Conferência;2013;B4;José Palazzo Moreira de Oliveira;Situation-Aware Smart Environment Modeling;Web Information Systems Modeling;4;2;0;0;0;"Alencar Machado; Ana Marilza Pernas Fleishmann; Leandro Krug Wives; José Palazzo Moreira de Oliveira";Sim
Conferência;2013;B1;José Palazzo Moreira de Oliveira;Situation-awareness as a Key for Proactive Actions in Ambient Assisted Living;International Conference on Enterprise Information Systems;6;3;0;0;0;"Alencar Machado; Ana Marilza Pernas Fleischmann; Iara Augustin; Lucinéia Heloisa Thom; Leandro Krug Wives; Jose Palazzo Moreira de Oliveira";Sim
Conferência;2013;B1;Leandro Krug Wives;Situation-awareness as a Key for Proactive Actions in Ambient Assisted Living;International Conference on Enterprise Information Systems;6;3;0;0;0;"Alencar Machado; Ana Marilza Pernas; Iara Augustin; Lucinéia Heloisa Thom; Leandro Krug Wives; Jose Palazzo Moreira de Oliveira";Sim
Conferência;2013;B1;Lucinéia Heloisa Thom;Situation-awareness as a Key for Proactive Actions in Ambient Assisted Living;International Conference on Enterprise Information Systems;6;3;2;0;0;"Alencar Machado; Ana Marilza Pernas; Iara Augustin; Lucinéia Heloisa Thom; Leandro Krug Wives; José Palazzo Moreira de Oliveria";Sim
Periódico;2013;-;Claudio Fernando Resin Geyer;Six Degrees of Separation to Improve Routing in Opportunistic Networks;International Journal of UbiComp;6;1;0;0;0;"O. ROLIM, CARLOS; R. Q. LEITHARDT, VALDERI; G. ROSSETTO, ANUBIS; F. M. DOS SANTOS, TATIANA; M. SOUZA, ADRIANO; Claudio Fernando Resin Geyer";Sim
Conferência;2013;B1;Luciano Paschoal Gaspary;Slowing Down to Speed Up: Mitigating Collusion Attacks in Content Distribution Systems;IFIP/IEEE International Symposium on Integrated Network Management;6;2;0;0;0;"Flávio Roberto Santos; Weverton Luis da Costa Cordeiro; Marinho Pilla Barcellos; Fabio Victora Hecht; Burkhard Stiller; Luciano Paschoal Gaspary";Sim
Conferência;2013;B1;Antonio Marinho Pilla Barcellos;Slowing Down to Speed Up: Mitigating Collusion Attacks in Content Distribution Systems;IFIP/IEEE International Symposium on Integrated Network Management;6;2;0;0;0;"Flávio Roberto Santos; Weverton Luis da Costa Cordeiro; Antonio Marinho Pilla Barcellos; Luciano Paschoal Gaspary; Fábio Hecht; Burkhard Stiller";Sim
Periódico;2013;A2;Carlos Eduardo Pereira;Sm@rtConfig: A context-aware runtime and tuning system using an aspect-oriented approach for data intensive engineering applications;Control Engineering Practice;4;1;2;0;0;"Alecio Pedro Delazari Binotto; WEHRMEISTER, Marco A; Arjan Kuijper; Carlos Eduardo Pereira";Sim
Conferência;2013;B4;Ana Lucia Cetertich Bazzan;Smart Drivers: Simulating the Benefits of Giving Twitter Information about Traffic Status;Seminário Integrado de Software e Hardware;7;1;0;0;0;"Ana Lucia Cetertich Bazzan; Pedro G. Araújo; Cristiano Galafassi; Anderson Rocha Tavares; Alessandro Dalla Vecchia; Antônio Rodrigo D. de Vit; Glaucio R. Vivian";Sim
Conferência;2013;-;Leandro Krug Wives;SOI Based Video Recommender Systems - Interaction Design Issues and Collective Intelligence;Workshop sobre Aspectos da Interação Humano-Computador na Web Social;3;1;0;0;0;"Alessandro da Silveira Dias; Leandro Krug Wives; Isabela Gasparini";Sim
Conferência;2013;B4;Alessandro da Silveira Dias;SOI Based Video Recommender Systems: Interaction Design Issues and Collective Intelligence;Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais;3;2;0;0;0;"Leandro Krug Wives; Isabela Gasparini; Alessandro da Silveira Dias";Sim
Conferência;2013;-;Dante Augusto Couto Barone;Spatial cognition degree of development classification using artificial neural networks and largest Lyapunov exponents;Brazilian Congress on Computational Intelligence;3;1;0;0;0;"Guilherme Maron; Dante Augusto Couto Barone; Elias de Almeida Ramos";Sim
Conferência;2013;B2;Dante Augusto Couto Barone;Spatial cognition degree of development classification Using largest Lyapunov exponents;IEEE International Conference on Systems Man and Cybernetics;3;1;0;0;0;"Guilherme Maron; Dante Augusto Couto Barone; Elias de Almeida Ramos";Sim
Conferência;2013;-;Érika Fernandes Cota;Specification of Models Based on Contexts using Graph Grammars;2nd Workshop-School on Theoretical Computer Science (WEIT);4;3;0;0;0;"Marcos Antonio de Oliveira; Lucio Mauro Duarte; Leila Ribeiro; Érika Fernandes Cota";Sim
Conferência;2013;-;Lucio Mauro Duarte;Specification of Models Based on Contexts Using Graph Grammars;II Workshop-Escola de Informática Teórica;4;3;0;0;0;"Marcos A. Oliveira Júnior; Leila Ribeiro; Lucio Mauro Duarte; Érika Fernandes Cota";Sim
Conferência;2013;-;Leila Ribeiro;Specification of Models Based on Contexts using Graph Grammars;WEIT 2013 2nd Workshop-School on Theoretical Computer Science;4;3;0;0;0;"Marcos Antonio Oliveira Junior; Leila Ribeiro; Lúcio M. Duarte; Érica Cota";Sim
Periódico;2013;A2;Paulo Joia Filho;Spectral Image Segmentation Using Image Decomposition and Inner Product-Based Metric;Journal of Mathematical Imaging and Vision (Dordrecht. Online);5;0;0;0;0;"CASACA, WALLACE; PAIVA, AFONSO; GOMEZ-NIETO, ERICK; Paulo Joia Filho; NONATO, LUIS GUSTAVO";Sim
Conferência;2013;B1;Andre Inacio Reis;Spin diode network synthesis using functional composition;Symposium on Integrated Circuits and Systems Design;6;2;0;0;0;"Mayler Gama Alvarenga Martins; Felipe S. Marranghello; Joseph S Friedman; Alan V. Sahakian; RIBAS, RENATO P.; Andre Inacio Reis";Sim
Periódico;2013;A1;Cláudio Rosito Jung;Stereo Matching and View Interpolation Based on Image Domain Triangulation;IEEE Transactions on Image Processing;5;1;0;0;0;"Guilherme Pinto Fickel; ClÃ¡udio Rosito Jung; Tom Malzbender; Ramin Samadani; Bruce Culbertson";Sim
Conferência;2013;-;Mara Abel;Structure, similarity and spaces;Second Interdisciplinary Workshop The Shape of Things;3;1;0;0;0;"Sandro Rama Fiorini; Mara Abel; Peter Gärdenfors(";Sim
Conferência;2013;B3;Carlos Eduardo Pereira;Study of Routing Mechanisms in a WirelessHART Network;IEEE International Conference on Industrial Technology;5;1;0;0;0;"Jean Michel Winter; Ivan Muller; Gustavo Kunzel; Carlos Eduardo Pereira; JOÃO CÉSAR NETTO";Sim
Conferência;2013;B4;Luciana Nedel;Study of Sensors Embedded in Smartphones for Use in Indoor Localization;Symposium on Virtual and Augmented Reality;3;1;0;0;0;"Ivan Jorge Boesing; Tomaz Rocha; Luciana Porcher Nedel";Sim
Conferência;2013;B1;Karin Becker;Supporting Strategic Decision Making on Service Evolution Context Using Business Intelligence;IEEE International Conference on Services Computing;3;2;0;1;0;"SILVA, ERNANDO; Karin Becker; GALANTE, RENATA";Sim
Conferência;2013;B1;Renata Galante;Supporting Strategic Decision Making on Service Evolution Context Using Business Intelligence;IEEE International Conference on Services Computing;3;2;0;0;0;"Ernando Eduardo da Silva; Karin Becker; Renata Galante";Sim
Conferência;2013;B1;Renato Perez Ribas;Synthesis of threshold logic gates to nanoelectronics;Symposium on Integrated Circuits and Systems Design;4;2;0;1;0;"NEUTZLING, AUGUSTO; MARTINS, MAYLER G. A.; Renato Perez Ribas; REIS, ANDRE I.";Sim
Conferência;2013;B1;Andre Inacio Reis;Synthesis of threshold logic gates to nanoelectronics;Symposium on Integrated Circuits and Systems Design;4;2;1;0;0;"NEUTZLING, AUGUSTO; MARTINS, MAYLER G. A.; RIBAS, RENATO P.; Andre Inacio Reis";Sim
Conferência;2013;B1;Augusto Neutzling Silva;Synthesis of threshold logic gates to nanoelectronics;Symposium on Integrated Circuits and Systems Design;3;2;1;0;0;"Augusto Neutzling Silva; RIBAS, RENATO P.; REIS, ANDRE I.";Sim
Conferência;2013;-;Ricardo Augusto da Luz Reis;System-level thermal modeling for 3D circuits: Characterization with a 65nm memory-on-logic circuit;2013 IEEE International 3D Systems Integration Conference (3DIC);6;1;0;0;0;"SANTOS, CRISTIANO; VIVET, PASCAL; DUTOIT, DENIS; GARRAULT, PHILIPPE; PELTIER, NICOLAS; Ricardo Augusto da Luz Reis";Sim
Periódico;2013;A2;Cláudio Rosito Jung;Target Tracking using Multiple Patches and Weighted Vector Median Filters;Journal of Mathematical Imaging and Vision;3;1;0;0;0;"JosÃ© Carlos Bins Filho; Leandro Lorenzett Dihl; ClÃ¡udio Rosito Jung";Sim
Conferência;2013;A1;Ana Lucia Cetertich Bazzan;Taxation Search in Boolean Games;International Joint Conference on Autonomous Agents and Multiagents Systems;4;1;0;0;0;"Vadim Levit; Tal Grinshpoun; Amnon Meisels; Ana Lucia Cetertich Bazzan";Sim
Conferência;2013;B2;Carlos Eduardo Pereira;Technical and Organizational Issues about the Introduction of Augmented Reality in Maintenance and Technical Assistance Services;Triennial Event of International Federation of Automatic Control;4;1;0;0;0;"Isabella Porcelli; Mario Rapaccini; Danúbia Bueno Espíndola; Carlos Eduardo Pereira";Sim
Conferência;2013;-;Carlos Francisco Habekost dos Santos;Técnica de Raciocínio Baseado em Casos Aplicado ao Gerenciamento de Processos de Negócio;II Workshop em Sistemas e Processos Industriais;3;0;0;1;0;"Carlos Francisco Habekost dos Santos; Rejane Frozza; Kurt Werner Molz";Sim
Conferência;2013;-;Dante Augusto Couto Barone;The Conception of Technology in Public Policies in Brazil Education;ICEE ICIT 2013 Conference;3;1;0;0;0;"Dante Augusto Couto Barone; Simone Maria Rocha Oliveira; Eduardo Oliveira Teles";Sim
Conferência;2013;B4;Arthur Francisco Lorenzon;The Impact of Different Multi-Threading Interfaces on Embedded System;Simpósio Brasileiro de Engenharia de Sistemas Computacionais;3;1;0;0;0;"CERA, Márcia C.; Antonio Carlos S. Beck Filho; Arthur Francisco Lorenzon";Sim
Conferência;2013;-;Antonio Carlos Schneider Beck Filho;The Impact of Different Multi-Threading Interfaces on Embedded Systems;2013 III Brazilian Symposium on Computing Systems Engineering (SBESC);3;2;0;0;0;"Arthur Francisco Lorenzon; Antonio Carlos Schneider Beck Filho; Márcia Cristina Cera";Sim
Conferência;2013;-;Marcus Rolf Peter Ritt;The robust assembly line worker assignment and balancing problem;XXXIV Congreso Nacional de Estadística y Investigación Operativa;3;1;0;0;0;"Marcus Rolf Peter Ritt; Alysson Machado Costa; Cristóbal Miralles Insa";Sim
Periódico;2013;B3;Ana Lucia Cetertich Bazzan;The value of less connected agents in Boolean networks;Physica. A (Print);2;1;0;0;0;"Daniel Epstein; Ana Lucia Cetertich Bazzan";Sim
Conferência;2013;A1;Ana Lucia Cetertich Bazzan;The Wisdom of Crowds in Bioinformatics: What Can We Learn (and Gain) from Ensemble Predictions?;Conference on Artificial Intelligence;2;1;0;0;0;"Mariana Recamonde Mendoza; Ana Lucia Cetertich Bazzan";Sim
Conferência;2013;A1;Mariana Recamonde Mendoza;The Wisdom of Crowds in Bioinformatics: What Can We Learn (and Gain) from Ensemble Predictions?;Conference on Artificial Intelligence;2;1;0;0;0;"Mariana Recamonde Mendoza; Ana L. C. Bazzan";Sim
Conferência;2013;-;Paolo Rech;Threads Distribution Effects on GPU Neutron Sensitivity;NSREC;3;2;0;0;0;"Paolo Rech; Thomas Fairbanks; Luigi Carro";Sim
Periódico;2013;B1;Luigi Carro;Threads Distribution Effects on Graphics Processing Units Neutron Sensitivity;IEEE Transactions on Nuclear Science;4;2;0;0;0;"RECH, PAOLO; FAIRBANKS, THOMAS D.; QUINN, HEATHER M.; Luigi Carro";Sim
Conferência;2013;B2;Andre Inacio Reis;Threshold Logic Synthesis Using Functional Composition Paradigm;International Workshop on Logic and Synthesis;4;2;1;0;0;"Augusto Neutzling; Mayler Gama Alvarenga Martins; RIBAS, RENATO P.; Andre Inacio Reis";Sim
Conferência;2013;B2;Augusto Neutzling Silva;Threshold Logic Synthesis Using Functional Composition Paradigm;International Workshop on Logic and Synthesis;4;3;0;0;0;"Mayler Gama Alvarenga Martins; Renato Perez Ribas; André Inacio Reis; Augusto Neutzling Silva";Sim
Conferência;2013;A2;Marcelo Antonio Marotta;Through the Internet of Things -- A Management by Delegation Smart Object Aware System (MbDSAS);Annual International Computer Software and Applications Conference;4;2;0;0;0;"Marcelo Antonio Marotta; CARBONE, FELIPE JOSE; SANTANNA, JOSE JAIR CARDOSO DE; TAROUCO, LIANE MARGARIDA ROCKENBACH";Sim
Conferência;2013;B4;Marcus Rolf Peter Ritt;Timing error handling on CGRAs;International Conference on Reconfigurable Computing and FPGAs;4;1;0;0;0;"SCHWEIZER, THOMAS; ROSENSTIEL, WOLFGANG; FERREIRA, LUIGI VAZ; Marcus Rolf Peter Ritt";Sim
Periódico;2013;-;Claudio Fernando Resin Geyer;Toward a distributed architecture for context awareness in ubiquitous computing;Journal of Applied Computing Research;7;1;0;0;0;"João Ladislau Barbará Lopes; Márcia Gusmão; Patricia Davet; Rodrigo Santos de Souza; Ana Marilza Pernas; Yamin, Adenauer; Claudio Fernando Resin Geyer";Sim
Conferência;2013;-;Antonio Carlos da Rocha Costa;Toward a Formal Reconstruction of Kelsen s Theory of Legal Systems;II Workshop-Escola de Informática Teórica - WEIT 2013;1;1;0;0;0;Antonio Carlos da Rocha Costa;Sim
Conferência;2013;-;Daniel Stefani Marcon;Toward Efficient Embedding of Survivable Virtual Networks;Workshop on Network Virtualization and Intelligence for the Future Internet (WNetVirt);7;5;0;0;0;"Rodrigo Ruas Oliveira; Daniel Stefani Marcon; Leonardo Richter Bays; Miguel Cardoso Neves; Luciana Salete Buriol; Luciano Paschoal Gaspary; Marinho Pilla Barcellos";Sim
Conferência;2013;-;Rodrigo Ruas Oliveira;Toward Efficient Embedding of Survivable Virtual Networks;Workshop on Network Virtualization and Intelligence for the Future Internet (WNetVirt);7;6;0;0;0;"Rodrigo Ruas Oliveira; Daniel Stefani Marcon; Leonardo Richter Bays; Miguel Cardoso Neves; Luciana Salete Buriol; Luciano Paschoal Gaspary; Marinho Pilla Barcellos";Sim
Conferência;2013;-;Miguel Cardoso Neves;Toward Efficient Embedding of Survivable Virtual Networks;Workshop on Network Virtualization and Intelligence for the Future Internet (WNetVirt);7;2;4;0;0;"OLIVEIRA, R. R.; MARCON, D. S.; BAYS, L. R.; Miguel Cardoso Neves; BURIOL, L. S.; GASPARY, L. P.; BARCELLOS, M. P.";Sim
Periódico;2013;A2;Vitor Augusto Machado Jorge;Towards a core ontology for robotics and automation;Robotics and Autonomous Systems (Print);14;3;0;0;0;"PRESTES, EDSON; CARBONERA, JOEL LUIS; RAMA FIORINI, SANDRO; Vitor Augusto Machado Jorge; ABEL, MARA; MADHAVAN, RAJ; LOCORO, ANGELA; GONCALVES, PAULO; E. BARRETO, MARCOS; HABIB, MAKI; CHIBANI, ABDELGHANI; GÉRARD, SÉBASTIEN; AMIRAT, YACINE; SCHLENOFF, CRAIG";Sim
Periódico;2013;A2;Edson Prestes e Silva Júnior;Towards a Core Ontology for Robotics and Automation;Robotics and Autonomous Systems (Print);14;2;0;0;0;"Edson Prestes e Silva JÃºnior; Joel Luis Carbonera; Sandro Rama Fiorini; Vitor A. M. Jorge; Mara Abel; Raj Madhavan:; Angela Locoro; Paulo GonÃ§alves; Marcos Ennes Barreto; Maki Habib; Abdelghani Chibani; SÃ©bastien GÃ©rard; Yacine Amirat; Craig Schlenoff";Sim
Periódico;2013;A2;Mara Abel;Towards a core ontology for robotics and automation;Robotics and Autonomous Systems (Print);14;2;3;0;0;"PRESTES, EDSON; CARBONERA, JOEL LUIS; Fiorini, Sandro Rama; JORGE, VITOR A.M.; Mara Abel; MADHAVAN, RAJ; LOCORO, ANGELA; GONCALVES, PAULO; BARRETO, MARCOS E.; HABIB, MAKI; CHIBANI, ABDELGHANI; GÉRARD, SÉBASTIEN; AMIRAT, YACINE; SCHLENOFF, CRAIG";Sim
Periódico;2013;A2;Joel Luis Carbonera;Towards a core ontology for robotics and automation;Robotics and Autonomous Systems (Print);14;2;1;0;0;"PRESTES, EDSON; HABIB, MAKI; CHIBANI, ABDELGHANI; GÉRARD, SÉBASTIEN; AMIRAT, YACINE; SCHLENOFF, CRAIG; Joel Luis Carbonera; FIORINI, SANDRO RAMA; JORGE, VITOR A.M.; ABEL, MARA; MADHAVAN, RAJ; LOCORO, ANGELA; GONCALVES, PAULO; BARRETO, MARCOS E.";Sim
Conferência;2013;A2;Anderson Maciel;Towards a disambiguation canvas;IEEE Virtual Reality Conference;5;2;0;0;0;"OEBARBA, HENRIQUE G.; GRANDI, JERONIMO; Anderson Maciel; Nedel, Luciana; Ronan Boulic";Sim
Conferência;2013;A2;Jerônimo Gustavo Grandi;Towards a disambiguation canvas;IEEE Virtual Reality Conference;5;3;0;0;0;"OEBARBA, HENRIQUE G.; Jerônimo Gustavo Grandi; Maciel, Anderson; Nedel, Luciana; Boulic, Ronan";Sim
Conferência;2013;B3;Claudio Fernando Resin Geyer;Towards a Distributed Architecture for Context-Aware Mobile Applications in UbiComp;Brazilian Symposium on Multimedia and the Web;10;1;0;0;0;"João Ladislau Barbará Lopes; Márcia Z. Gusmão; Rodrigo Santos de Souza; Patricia Davet; Alexandre Souza; Cristiano André da Costa; Jorge Luís Vitória Barbosa; Ana Pernas; Adenauer Correa Yamin; Claudio Fernando Resin Geyer";Sim
Periódico;2013;B1;Antonio Carlos Schneider Beck Filho;Towards a Multiple-ISA Embedded System;Journal of Systems Architecture;4;2;0;0;0;"Jair Fajardo Junior; Mateus Beck Rutzig; Luigi Carro; Antonio Carlos Schneider Beck Filho";Sim
Periódico;2013;B1;Luigi Carro;Towards a multiple-ISA embedded system;Journal of Systems Architecture;4;2;0;0;0;"Jair Fajardo Junior; Mateus Beck Rutzig; Antonio Carlos Schneider Beck Filho; Luigi Carro";Sim
Conferência;2013;B2;Ana Lucia Cetertich Bazzan;Towards a Platform for Testing and Developing Privacy-preserving Data Mining Applications for Smart Grids;German Conference on Multiagent System Technologies;4;1;0;0;0;"Andrew Koster; Gabriel de Oliveira Ramos; Ana Lucia Cetertich Bazzan; Fernando Koch";Sim
Conferência;2013;B2;Gabriel de Oliveira Ramos;Towards a Platform for Testing and Developing Privacy-Preserving Data Mining Applications for Smart Grids;German Conference on Multiagent System Technologies;4;1;1;0;0;"Koster, Andrew; Gabriel de Oliveira Ramos; Bazzan, Ana L. C.; Koch, Fernando";Sim
Conferência;2013;B1;Rafael Heitor Bordini;Towards Integrating Ontologies in Multi-Agent Programming Platforms;ACM International Conference on Intelligent Agent Technology;4;1;0;0;0;"Artur Freitas; Rafael Heitor Bordini; Felipe Meneguzzi; Renata Vieira";Sim
Periódico;2013;B1;Manuel Menezes de Oliveira Neto;Towards More Accessible Visualizations for Color-Vision-Deficient Individuals;Computing in Science & Engineering (Print);1;1;0;0;0;Manuel Menezes de Oliveira Neto;Sim
Conferência;2013;-;Calebe Micael de Oliveira Conceição;Trabalhando a Escrita Técnica: Relato de uma Proposta  Integrando as Disciplinas de Programação II e Língua Portuguesa II;XII Fórum FAPA;2;1;0;0;0;"Calebe Micael de Oliveira Conceição; Cristina Rörig Goulart";Sim
Conferência;2013;-;Jacob Scharcanski;Tracking and Counting Vehicles in Traffic Video Sequences Using Particle Filtering;IEEE International Instrumentation and Measurement Technology Conference (I2MTC 2013);4;1;0;0;0;"Christiano Bouvie; Jacob Scharcanski; Pablo Barcellos; Fabiano Escouto";Sim
Conferência;2013;-;Pablo Roberlan Manke Barcellos;Tracking and counting vehicles in traffic video sequences using particle filtering;2013 IEEE International Instrumentation and Measurement Technology Conference (I2MTC);4;2;0;0;0;"BOUVIE, CHRISTIANO; SCHARCANSKI, JACOB; Pablo Roberlan Manke Barcellos; ESCOUTO, FABIANO LOPES";Sim
Conferência;2013;-;Karin Becker;Tracking Sentiment Evolution on User-Generated Content: A Case Study on the Brazilian Political Scene;Simposion Brasileiro de Banco de Dados;2;1;0;1;0;"Diego Tumitan; Karin Becker";Sim
Periódico;2013;-;Maria Aparecida Azevedo Koike Folgueira;Transcriptional effects of 1,25 dihydroxyvitamin D3 physiological and supra-physiological concentrations in breast cancer organotypic culture;BMC Cancer (Online);3;0;0;0;0;"Cintia Milani; FOLGUEIRA, M; Maria Aparecida Azevedo Koike Folgueira";Sim
Conferência;2013;-;Andrei Costa;Transformação Automática de Diagramas UML para Modelos Simulink;XXII Congresso de Iniciação Científica da Universidade Federal de Pelotas;6;0;0;1;0;"Vinícius Pazzini; Simone André Da Costa Cavalheiro; Luciana Foss; Lisane Brisolara de Brisolara; Flávio Wagner; Andrei Costa";Sim
Conferência;2013;-;Renato Perez Ribas;Transistor-level optimization of CMOS complex gates;2013 IEEE 4th Latin American Symposium on Circuits and Systems (LASCAS);6;2;2;0;0;"POSSANI, VINICIUS N.; MARQUES, FELIPE S.; DA ROSA JUNIOR, LEOMAR S.; CALLEGARO, VINICIUS; REIS, ANDRE I.; Renato Perez Ribas";Sim
Conferência;2013;B5;Andre Inacio Reis;Transistor-level optimization of CMOS complex gates;IEEE Latin American Symposium on Circuits and Systems - LASCAS;6;2;2;0;0;"POSSANI, VINICIUS N.; MARQUES, FELIPE S.; DA ROSA JUNIOR, LEOMAR S.; CALLEGARO, VINICIUS; Andre Inacio Reis; RIBAS, RENATO P.";Sim
