Tipo;Ano;Qualis;Autor Principal;Título do Artigo;Periódico/Evento;Aut.Total;Aut.Prof;Aut.Dout;Aut.Mestr;Aut.Grad;Autores - Nomes;PPGC
Conferência;2014;A1;Mariana Luderitz Kolberg;Hybridization of Monte Carlo and set-membership methods for the global localization of underwater robots;IEEE/RSJ International Conference on Intelligent Robots and Systems;6;2;2;0;0;"Renata Neuland; Jeremy Nicola; Renan Maffei; Luc Jaulin; Edson Prestes; Mariana Luderitz Kolberg";Sim
Conferência;2014;-;Paolo Rech;Analysing Aging and Voltage Scaling Impacts under Neutron-induced Soft Error Rate in SRAM-based Field Programmable Gate Arrays;ESREF;9;3;0;0;0;"Fernanda L. Kastensmidt; Jorge Tonfat; thiago both; gilson wirth; Paolo Rech; Ricardo Reis; pascal benoit; florente bruguier; lionel torres";Não
Conferência;2014;A1;Renan de Queiroz Maffei;Hybridization of Monte Carlo and set-membership methods for the global localization of underwater robots;IEEE/RSJ International Conference on Intelligent Robots and Systems;6;3;0;0;0;"NEULAND, RENATA; NICOLA, JEREMY; Renan de Queiroz Maffei; JAULIN, LUC; PRESTES, EDSON; KOLBERG, MARIANA";Sim
Conferência;2014;-;Karin Becker;Identificação de aspectos de candidatos eleitorais em comentários de notícias;III Brazilian Workshop on Social Network Analysis and Mining;2;1;0;1;0;"Leonardo Sápiras; Karin Becker";Sim
Conferência;2014;A2;Aline Villavicencio;Identification of Multiword Expressions in the brWaC;International Conference on Language Resources and Evaluation;3;1;0;1;1;"Rodrigo Boos; Kassius Prestes; Aline Villavicencio";Sim
Conferência;2014;-;Renato Perez Ribas;Methodology for achieving best trade-off of area and fault masking coverage in ATMR;2014 15th Latin American Test Workshop LATW;6;2;0;0;0;"GOMES, IURI A. C.; MARTINS, MAYLER; KASTENSMIDT, FERNANDA LIMA; REIS, ANDRE; Renato Perez Ribas; NOVALES, SYLVAIN P.";Não
Conferência;2014;A1;Renato Perez Ribas;CMOS inverter analytical delay model considering all operating regions;IEEE International Symposium on Circuits and Systems;3;2;0;0;0;"MARRANGHELLO, FELIPE S.; REIS, ANDRE I.; Renato Perez Ribas";Não
Conferência;2014;B1;Renato Perez Ribas;Exploring Independent Gates in FinFET-Based Transistor Network Generation;Symposium on Integrated Circuits and Systems Design;5;2;0;0;0;"Vinicius Possani; Andre Inacio Reis; Renato Perez Ribas; Felipe de Souza Marques; Leomar Soares da Rosa Jr";Não
Conferência;2014;B1;Ricardo Augusto da Luz Reis;Impact of Gate Workfunction Fluctuation on FinFET Standard Cells;IEEE International Conference on Electronics: Circuits and Systems;3;1;0;2;0;"Meinhardt, Cristina; ZIMPECK, A.L.; Ricardo Augusto da Luz Reis";Sim
Conferência;2014;B1;Alexandra Lackmann Zimpeck;Impact of Gate Workfunction Fluctuation on FinFET Standard Cells;IEEE International Conference on Electronics: Circuits and Systems;3;1;0;1;0;"Cristina Meinhardt; ricardo augusto da luz reis; Alexandra Lackmann Zimpeck";Sim
Conferência;2014;A1;Luigi Carro;Impact of GPUs Parallelism Management on Safety - Critical and HPC Applications Reliability;International Conference on Dependable Systems and Networks;4;3;0;0;0;"RECH, PAOLO; laercio pilla; NAVAUX, P. O. A.; Luigi Carro";Sim
Conferência;2014;A1;Philippe Olivier Alexandre Navaux;Impact of GPUs Parallelism Management on Safety-Critical and HPC Applications Reliability;International Conference on Dependable Systems and Networks;4;3;0;0;0;"RECH, P.; PILLA, L.L.; Philippe Olivier Alexandre Navaux; Carro, Luigi";Sim
Conferência;2014;A1;Paolo Rech;Impact of GPUs Parallelism Management on Safety-Critical and HPC Applications Reliability;International Conference on Dependable Systems and Networks;4;3;0;0;0;"Paolo Rech; PILLA, L. L.; Philippe Navaux; Luigi Carro";Sim
Conferência;2014;B1;Ricardo Augusto da Luz Reis;Automated Design of Asynchronous Cells;Symposium on Integrated Circuits and Systems Design;5;1;0;0;0;"MOREIRA, MATHEUS T.; ARENDT, MICHEL E.; ZIESEMER, ADRIEL; Ricardo Augusto da Luz Reis; CALAZANS, NEY L.V.";Não
Conferência;2014;-;Ricardo Augusto da Luz Reis;A set of Virtual Instruments to simulate radiation effects in CMOS circuits;2014 IEEE International Instrumentation and Measurement Technology Conference (I2MTC);2;1;0;0;0;"BARTRA, WALTER CALIENES; Ricardo Augusto da Luz Reis";Não
Conferência;2014;-;Ricardo Augusto da Luz Reis;A tool to simulate optical lithography in nanoCMOs;2014 IEEE International Instrumentation and Measurement Technology Conference (I2MTC);3;1;0;0;0;"FERLA, TANIA MARA; Flach, Guilherme; Ricardo Augusto da Luz Reis";Não
Conferência;2014;-;Vinícius Neves Possani;IMPLEMENTANDO REDES DE TRANSISTORES ATRAVÉS DOS NOVOS DISPOSITIVOS INDEPENDENT GATE FINFET;Encontro de Pós-Graduação UFPEL - ENPOS;3;1;0;0;0;"Vinícius Neves Possani; MARQUES, FELIPE S.; DA ROSA JUNIOR, LEOMAR S.";Sim
Conferência;2014;B4;Fernanda Gusmão de Lima Kastensmidt;Implementation and experimental evaluation of a CUDA core under single event effects;IEEE Latin American Test Workshop;3;1;0;0;0;"NEDEL, WERNER; Fernanda Gusmão de Lima Kastensmidt; AZAMBUJA, JOSE RODRIGO";Sim
Conferência;2014;-;Edison Pignaton de Freitas;Improved Business Intelligence Solution with Reimbursement Tracking System for the Brazilian Ministry of Planning, Budget and Management;6th International Conference on Knowledge Management and Information Sharing;10;1;0;0;0;"Antonio M. Rubio Serrano; Paulo H. B. Rodrigues; Ruben C. Huacarpuma; João Paulo C. Lustosa da Costa; Edison Pignaton de Freitas; Vera Lopes de Assis; Ararigleno A. Fernandes; Sousa Júnior, Rafael Timóteo; Marco Marinho; Bruno H. A. Pilon";Sim
Conferência;2014;-;Edison Pignaton de Freitas;Improved Radiofrequency Energy Harvesting based on a Rectenna Array System and its Feasibility Evaluation in Urban Environments;3rd International Conference on Renewable Energy Research and Applications;3;1;0;0;0;"Jayme Milanezi Junior; João Paulo C. Lustosa da Costa; Edison Pignaton de Freitas";Sim
Conferência;2014;B4;Paulo Martins Engel;Improving Local Gaussian Process for real-time online regression;Encontro Nacional de Intelig;4;1;1;0;0;"Renato de Pontes Pereira; Paulo Martins Engel; Thiago Fredes Rodrigues; Cássio Felipe Fernandes Oliveira";Sim
Periódico;2014;-;Carlos Eduardo Pereira;Improving Performance to Engineering Students through Virtual Labs and its Monitoring in Cockpit;International Journal of Engineering Pedagogy;3;2;0;0;0;"TIBOLA, LEANDRO ROSNIAK; Carlos Eduardo Pereira; TAROUCO, LIANE MARGARIDA ROCKENBACH";Sim
Conferência;2014;B1;Rafael Keller Tesser;Improving the performance of seismic wave simulations with dynamic load balancing;Euromicro International Conference on Parallel Distributed and network-based Processing;6;2;0;0;0;"Rafael Keller Tesser; Laércio Lima Pilla; Fabrice Dupros; Philippe O. A. Navaux; Jean-François Méhaut; Celso Mendes";Sim
Conferência;2014;B1;Philippe Olivier Alexandre Navaux;Improving the Performance of Seismic Wave Simulations with Dynamic Load Balancing;Euromicro International Conference on Parallel Distributed and network-based Processing;6;1;0;0;0;"TESSER, RAFAEL KELLER; PILLA, LAERCIO LIMA; DUPROS, FABRICE; Philippe Olivier Alexandre Navaux; MEHAUT, JEAN-FRANCOIS; MENDES, CELSO";Sim
Periódico;2014;-;Mariana Luderitz Kolberg;Improving the Precision of AUVs Localization in a Hybrid Interval-Probabilistic Approach Using a Set-Inversion Strategy;Unmanned Systems;5;3;0;0;0;"NEULAND, RENATA; MAFFEI, RENAN; JAULIN, LUC; PRESTES, EDSON; Mariana Luderitz Kolberg";Sim
Periódico;2014;-;Renan de Queiroz Maffei;Improving the Precision of AUVs Localization in a Hybrid Interval-Probabilistic Approach Using a Set-Inversion Strategy;Unmanned Systems;5;3;0;0;0;"NEULAND, RENATA; Renan de Queiroz Maffei; JAULIN, LUC; PRESTES, EDSON; KOLBERG, MARIANA";Sim
Periódico;2014;-;Edson Prestes e Silva Júnior;Improving the Precision of AUVs Localization in a Hybrid Interval-Probabilistic Approach Using a Set-Inversion Strategy;Unmanned Systems;5;2;0;0;0;"Renata Neuland; Renan Maffei; Luc Jaulin; Edson Prestes e Silva Júnior; Mariana Luderitz Kolberg";Sim
Conferência;2014;-;Érika Fernandes Cota;Improving the Quality of Use Cases via Model Construction and Analysis;22nd International Workshop on Algebraic Development Techniques;4;3;0;0;0;"Leila Ribeiro; Érika Fernandes Cota; Lucio Mauro Duarte; Marcos Antonio de Oliveira";Sim
Conferência;2014;-;Leila Ribeiro;Improving the Quality of Use Cases via Model Construction and Analysis;WADT - 22nd International Workshop on Algebraic Development Techniques;4;3;0;0;0;"Leila Ribeiro; Érica Cota; Lúcio M. Duarte; Marcos Antonio Oliveira Junior";Sim
Conferência;2014;-;Gabriel de Oliveira Ramos;Individual versus Difference Rewards on Reinforcement Learning for Route Choice;Brazilian Conference on Intelligent Systems;3;0;2;0;0;"GRUNITZKI, RICARDO; Gabriel de Oliveira Ramos; BAZZAN, ANA LUCIA CETERTICH";Sim
Conferência;2014;-;Ana Lucia Cetertich Bazzan;Individual Versus Difference Rewards on Reinforcement Learning for Route Choice;BRACIS 2014;3;1;2;0;0;"Ricardo Grunitzki; Gabriel de Oliveira Ramos; Ana Lucia Cetertich Bazzan";Sim
Conferência;2014;-;Ricardo Grunitzki;Individual versus Difference Rewards on Reinforcement Learning for Route Choice;Brazilian Conference on Intelligent Systems (BRACIS);3;2;0;0;0;"Ricardo Grunitzki; RAMOS, GABRIEL DE OLIVEIRA; BAZZAN, ANA LUCIA CETERTICH";Sim
Conferência;2014;A1;Altamiro Amadeu Susin;Run-time SoC memory subsystem mapping of heterogeneous clients;IEEE International Symposium on Circuits and Systems;2;1;0;0;0;"BONATTO, ALEXSANDRO C.; Altamiro Amadeu Susin";Não
Periódico;2014;-;José Palazzo Moreira de Oliveira;Infraestrutura de Integração para Aprendizagem Ubíqua;VAEP-RITA;6;1;0;0;0;"Ana Marilza Pernas Fleishmann; Isabela Gasparini; Lucas Pires; João L. Lopes; Adenauer Correa Yamin; José Palazzo Moreira de Oliveira";Sim
Conferência;2014;B2;Carla Maria Dal Sasso Freitas;Inside-In Search: an alternative for performing ancillary search tasks on the Web;Latin American Web Congress;5;1;0;0;0;"Ricardo Andrade Cava; Carla Maria Dal Sasso Freitas; Eric Barboni; Philippe Palanque; Marco A Winckler";Sim
Conferência;2014;A1;Renan de Queiroz Maffei;Integrated exploration using time-based potential rails;IEEE International Conference on Robotics and Automation;4;4;0;0;0;"Renan de Queiroz Maffei; JORGE, VITOR A. M.; PRESTES, EDSON; KOLBERG, MARIANA";Sim
Conferência;2014;A1;Edson Prestes e Silva Júnior;Integrated Exploration using Time-based Potential Rails;IEEE International Conference on Robotics and Automation;4;2;2;0;0;"Renan Maffei; Vitor A. M. Jorge; Edson Prestes e Silva Júnior; Mariana Luderitz Kolberg";Sim
Conferência;2014;A1;Mariana Luderitz Kolberg;Integrated exploration using time-based potential rails;IEEE International Conference on Robotics and Automation;4;2;2;0;0;"Renan Maffei; Vitor Jorge; Mariana Luderitz Kolberg; Edson Prestes";Sim
Conferência;2014;A1;Vitor Augusto Machado Jorge;Integrated exploration using time-based potential rails;IEEE International Conference on Robotics and Automation;4;4;0;0;0;"MAFFEI, RENAN; Vitor Augusto Machado Jorge; PRESTES, EDSON; KOLBERG, MARIANA";Sim
Conferência;2014;-;Rafael Heitor Bordini;Integrating Multi-Agent Systems in JaCaMo using a Semantic Representation;Fifth International Workshop on  Collaborative Agents -- Research & Development (CARE 2014);6;1;0;0;0;"Artur Freitas; Daniela Schmidt; Alison R. Panisson; Rafael Heitor Bordini; Felipe Meneguzzi; Renata Vieira";Sim
Conferência;2014;B1;Anderson Maciel;Introducing the Modifier Tactile Pattern for Vibrotactile Communication;Joint EUROHAPTICS Conference and Symposium on Haptics Interfaces for Virtual Environment and Teleoperator Systems;2;1;1;0;0;"Vitor Adriel de Jesus Oliveira; Anderson Maciel";Sim
Conferência;2014;B1;Victor Adriel de Jesus Oliveira;Introducing the Modifier Tactile Pattern for Vibrotactile Communication;Joint EUROHAPTICS Conference and Symposium on Haptics Interfaces for Virtual Environment and Teleoperator Systems;2;2;0;0;0;"Anderson Maciel; Victor Adriel de Jesus Oliveira";Sim
Conferência;2014;-;Valter Roesler;Introduction of a Multi-layer Predictive Search Strategy for Scalable Video Coding;SAC: Symposium On Applied Computing;2;1;0;0;0;"Ronaldo Husemann; Valter Roesler";Sim
Conferência;2014;-;Pedro de Botelho Marcos;iTracking ? Um Framework para Rastreamento Através de RFID;13a Mostra da Produção Universitária;4;0;0;0;0;"Everton Luis de Grandi; Lucas Barbosa Parzianello; Nelson Lopes Duarte Filho; Pedro de Botelho Marcos";Sim
Conferência;2014;-;Dante Augusto Couto Barone;IX Conferencia Latinoamericana de Objetos yTecnologías de Aprendizaje;IX Conferencia Latinoamericana de Objetos yTecnologías de Aprendizaje;1;1;0;0;0;Dante Augusto Couto Barone;Sim
Conferência;2014;B1;Mariana Luderitz Kolberg;JAR tool;ACM Symposium on Document Engineering;4;1;0;0;0;"Mariana Luderitz Kolberg; Fernandes, Luiz Gustavo; RAEDER, MATEUS; FONSECA, CAROLINA";Sim
Conferência;2014;B4;Dante Augusto Couto Barone;Jogos Educativos Regionais: Professores com Novas Aplicações das Tecnologias em Inteligencia Artificial;Simpósio Brasileiro de Jogos e Entretenimento Digital;4;1;0;0;0;"Francisca Keyle de Freitas Vale Monteiro; W. C. Nunes; Dante Augusto Couto Barone; Leonardo Filipe Batista Silva de Carvalho";Sim
Conferência;2014;-;Dante Augusto Couto Barone;Juego dentino: estratégia lúdica en el aprendizaje sobre el salud bucal;Sociedad Uruguaya de Investigación Odontológica - Reunión Anual;2;1;0;0;0;"Dante Augusto Couto Barone; et al";Sim
Conferência;2014;A2;Lucas Bondan;Kitsune: A Management System for Cognitive Radio Networks Based on Spectrum Sensing;IEEE/IFIP Network Operations and Management Symposium;7;4;0;0;0;"Marcelo Antonio Marotta; Maicon Kist; Leonardo Roveda Faganello; Cristiano Bonato Both; Juergen Rochol; Lisandro Zambenedetti Granville; Lucas Bondan";Sim
Conferência;2014;A2;Marcelo Antonio Marotta;Kitsune: A Management System for Cognitive Radio Networks Based on Spectrum Sensing;IEEE/IFIP Network Operations and Management Symposium;7;4;0;0;0;"Lucas Bondan; Marcelo Antonio Marotta; Maicon Kist; Leonardo Raveda Faganelo; Cristiano Bonato Both; Juergen Rochol; Lisandro Zambenedetti Granville";Sim
Conferência;2014;A2;Juergen Rochol;Kitsune: A management system for cognitive radio networks based on spectrum sensing;IEEE/IFIP Network Operations and Management Symposium;7;2;1;0;0;"BONDAN, LUCAS; MAROTTA, MARCELO ANTONIO; KIST, MAICON; FAGANELLO, LEONARDO ROVEDA; Both, Cristiano Bonato; Juergen Rochol; Granville, Lisandro Zambenedetti";Sim
Conferência;2014;A2;Lisandro Zambenedetti Granville;Kitsune: A management system for cognitive radio networks based on spectrum sensing;IEEE/IFIP Network Operations and Management Symposium;7;2;1;0;0;"BONDAN, LUCAS; MAROTTA, MARCELO ANTONIO; KIST, MAICON; FAGANELLO, LEONARDO ROVEDA; Cristiano Bonato Both; Juergen Rochol; Lisandro Zambenedetti Granville";Sim
Conferência;2014;A2;Philippe Olivier Alexandre Navaux;kMAF: automatic kernel-level management of thread and data affinity;International Conference on Parallel Architectures and Compilation Techniques;5;1;0;0;0;"Matthias Diener; CRUZ, EDUARDO H.M.; Philippe Olivier Alexandre Navaux; Anselm Busse; Hans Ulrich Heiss";Sim
Conferência;2014;-;Jacob Scharcanski;KSGphysio ? Kinect Serious Game for Physiotherapy;2014 International Conference on Electrical and Power Engineering (EPE 2014);3;1;0;0;0;"Nuno Duarte; Octavian Postolache; Jacob Scharcanski";Sim
Periódico;2014;B1;Fernanda Gusmão de Lima Kastensmidt;Laser Testing Methodology for Diagnosing Diverse Soft Errors in a Nanoscale SRAM-Based FPGA;IEEE Transactions on Nuclear Science;5;1;0;0;0;"Fernanda Gusmão de Lima Kastensmidt; TAMBARA, LUCAS; Dmitry V. Bobrovsky; Alexander A. Pechenkin; Alexander Y. Nikiforov";Sim
Conferência;2014;B4;Ana Lucia Cetertich Bazzan;Learning-based traffic assignment: how heterogeneity in route choices pays off;Workshop on Agents in Traffic and Transportation;1;1;0;0;0;Ana Lucia Cetertich Bazzan;Sim
Conferência;2014;-;Álvaro Freitas Moreira;Lightweight DMR for SEE Hardening in Low Power Embedded Systems;NUCLEAR AND SPACE RADIATION EFFECTS CONFERENCE;5;3;0;0;0;"Ronaldo Ferreira; Jean Da Rolt; Gabriel Luca Nazar; Álvaro Freitas Moreira; Carro";Sim
Conferência;2014;-;Gabriel Luca Nazar;Lightweight DMR for SEE Hardening in Low Power Embedded Systems;Nuclear and Spade Radiation Effects Conference (NSREC);5;3;0;0;0;"Ronaldo Rodrigues Ferreira; Jean da Rolt; Gabriel Luca Nazar; Álvaro Freitas Moreira; Luigi Carro";Sim
Periódico;2014;-;Fernando dos Santos;Lixo eletrônico: conscientizar, reaproveitar e reciclar;Udesc em Ação;2;1;0;0;0;"Fernando dos Santos; Jonas Formentin";Sim
Conferência;2014;B1;Fernanda Gusmão de Lima Kastensmidt;Decreasing FIT with diverse triple modular redundancy in SRAM-based FPGAs;IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems;4;2;0;0;0;"TAMBARA, LUCAS A.; Fernanda Gusmão de Lima Kastensmidt; RECH, PAOLO; FROST, CHRISTOPHER";Não
Conferência;2014;-;Renato Perez Ribas;Majority-based logic synthesis for nanometric technologies;2014 IEEE 14th International Conference on Nanotechnology (IEEENANO);5;2;1;0;0;"MARTINS, MAYLER G. A.; CALLEGARO, VINICIUS; MARRANGHELLO, FELIPE S.; Renato Perez Ribas; REIS, ANDRE I.";Sim
Conferência;2014;-;Andre Inacio Reis;Majority-based logic synthesis for nanometric technologies;2014 IEEE 14th International Conference on Nanotechnology (IEEENANO);5;2;1;0;0;"MARTINS, MAYLER G. A.; CALLEGARO, VINICIUS; MARRANGHELLO, FELIPE S.; RIBAS, RENATO P.; Andre Inacio Reis";Sim
Conferência;2014;B1;Vinicius Callegaro;Majority-based logic synthesis for nanometric technologies;IEEE International Symposium on Biomedical Imaging: From Nano to Macro;5;2;1;0;0;"MARTINS, MAYLER G. A.; Vinicius Callegaro; MARRANGHELLO, FELIPE S.; RIBAS, RENATO P.; REIS, ANDRE I.";Sim
Conferência;2014;B2;Andre Inacio Reis;Majority-based Logic Synthesis Method for Nanometric Technologies;International Workshop on Logic and Synthesis;6;2;1;0;0;"Mayler Gama Alvarenga Martins; Vinicius Callegaro; Leomar Soares da Rosa Junior; MARQUES, FELIPE S; Renato Perez Ribas; Andre Inacio Reis";Sim
Conferência;2014;B2;Vinicius Callegaro;Majority-based Logic Synthesis method for Nanometric Technologies;International Workshop on Logic and Synthesis;6;2;1;0;0;"Mayler Gama Alvarenga Martins; Vinicius Callegaro; Leomar Soares da Rosa Junior; Felipe de Souza Marques; Ribas, R.P.; Andre Inacio Reis";Sim
Conferência;2014;B2;Alberto Egon Schaeffer Filho;Management Patterns for Smart Grid Resilience;International Symposium on Service-Oriented System Engineering;2;1;0;0;0;"Smith, Paul; Alberto Egon Schaeffer Filho";Sim
Conferência;2014;A2;Alberto Egon Schaeffer Filho;Management patterns: SDN-enabled network resilience management;IEEE/IFIP Network Operations and Management Symposium;4;1;0;0;0;"Smith, Paul; Alberto Egon Schaeffer Filho; Hutchison, David; Mauthe, Andreas";Sim
Conferência;2014;-;Lisandro Zambenedetti Granville;Management requirements for ClickOS-based Network Function Virtualization;2014 10th International Conference on Network and Service Management (CNSM);3;1;0;0;0;"BONDAN, LUCAS; Carlos Raniery Paula dos Santos; Lisandro Zambenedetti Granville";Sim
Conferência;2014;-;Luciana Nedel;Measuring the Collaboration Degree in Immersive 3D Collaborative Virtual Environments;International Workshop on Collaborative Virtual Environments (3DVE);4;2;0;0;0;"Wilson Sarmiento; Anderson Maciel; Luciana Porcher Nedel; Cesar Collazos";Sim
Conferência;2014;-;Anderson Maciel;Measuring the Collaboration Degree in Immersive 3D Collaborative Virtual Environments;International Workshop on Collaborative Virtual Environments (3DCVE);4;2;0;0;0;"SARMIENTO, WILSON J.; Anderson Maciel; Nedel, Luciana; COLLAZOS, CESAR A.";Sim
Conferência;2014;-;Gabriel Luca Nazar;Measuring the impact of voltage scaling for soft errors in SRAM-based FPGAs from a designer perspective;2014 19th International MixedSignals, Sensors and Systems Test Workshop (IMS3TW);11;5;0;0;0;"TONFAT, JORGE; AZAMBUJA, JOSE RODRIGO; Gabriel Luca Nazar; RECH, PAOLO; KASTENSMIDT, FERNANDA LIMA; Carro, Luigi; REIS, RICARDO; BENFICA, JULIANO; VARGAS, FABIAN; BEZERRA, EDUARDO; FROST, CHRISTOPHER";Sim
Conferência;2014;-;Fernanda Gusmão de Lima Kastensmidt;Measuring the impact of voltage scaling for soft errors in SRAM-based FPGAs from a designer perspective;2014 19th International MixedSignals, Sensors and Systems Test Workshop (IMS3TW);11;5;0;0;0;"Tonfat, Jorge; AZAMBUJA, JOSE RODRIGO; NAZAR, GABRIEL; RECH, PAOLO; Fernanda Gusmão de Lima Kastensmidt; Luigi Carro; Ricardo Reis; BENFICA, JULIANO; VARGAS, FABIAN; BEZERRA, EDUARDO; FROST, CHRISTOPHER";Sim
Conferência;2014;-;Paolo Rech;Measuring the Radiation Reliability of SRAM Structures in GPUs Designed for HPC;SELSE;6;2;0;0;0;"Paolo Rech; Luigi Carro; Nicholas Wang; Timothy Tsai; Siva Kumar Sastry Hari; Stephen Keckler";Sim
Periódico;2014;C;José Palazzo Moreira de Oliveira;Measuring the Reputation in User-generated-content Systems Based on Health Information;Procedia Computer Science;3;1;0;0;0;"WEITZEL, LEILA; José Palazzo Moreira de Oliveira; Paulo Quaresma";Sim
Conferência;2014;A1;Dieison Soares Silveira;Memory Bandwidth Reduction for H.264 and HEVC Encoders Using Lossless Reference Frame Coding;IEEE International Symposium on Circuits and Systems;6;1;0;0;0;"Dieison Soares Silveira; Guilherme Povala; Lívia Silva do Amaral; Bruno Zatt; AGOSTINI, LUCIANO; Marcelo Schiavon Porto";Sim
Conferência;2014;B5;Dieison Soares Silveira;Memory energy consumption reduction in video coding systems;IEEE Latin American Symposium on Circuits and Systems - LASCAS;6;1;0;0;0;"AMARAL, LIVIA; Dieison Soares Silveira; Guilherme Povala; Marcelo Schiavon Porto; AGOSTINI, LUCIANO; Bruno Zatt";Sim
Periódico;2014;B1;Joao Luiz Dihl Comba;Memory-optimized order-independent transparency with Dynamic Fragment Buffer;Computers & Graphics;4;2;0;0;0;"MAULE, MARILENA; Joao Luiz Dihl Comba; TORCHELSEN, RAFAEL; BASTOS, RUI";Sim
Conferência;2014;B4;Carlos Eduardo Pereira;METODOLOGIA PARA PROJETO DE SISTEMAS DE AUTOMAÇÃO COM TECNOLOGIA RFID;Congresso Brasileiro de Automática;3;1;0;0;0;"PATRIC J. MARQUES; ANDRÉ L. RESENDE; Carlos Eduardo Pereira";Sim
Conferência;2014;-;Karin Becker;Mineração da Opinião sobre Aspectos de Candidatos a Eleições em Comentarios de Noticias;Simpósio Brasileiro de Banco de Dados;2;1;0;0;0;"Leonardo Sápiras; Karin Becker";Sim
Conferência;2014;-;Karin Becker;Mineração de emoções em textos multilíngues usando um corpus paralelo;29o Simpósio Brasileiro de Banco de Dados;3;1;0;0;0;"Aline Lermen dos Santos; Karin Becker; Viviane Moreira";Sim
Conferência;2014;B4;Luciana Nedel;Mobile Simulator for Risk Analysis;Symposium on Virtual and Augmented Reality;5;2;0;0;0;"Theodoro Mota; Marcio Mello; Luciana Porcher Nedel; Anderson Maciel; Frederico Faria";Sim
Conferência;2014;B4;Anderson Maciel;Mobile Simulator for Risk Analysis;Symposium on Virtual and Augmented Reality;5;2;0;0;2;"Theodoro Mota; MELLO, MARCIO; Nedel, Luciana; Anderson Maciel; FARIA, FREDERICO";Sim
Periódico;2014;-;Valter Roesler;MobiliCare - Improving Preventive Medicine with a Mobile Telemedicine Model;Med-e-Tel 2014;3;1;0;0;0;"Alécio Binotto; Valter Roesler; Cirano Iochpe";Sim
Conferência;2014;-;Leila Ribeiro;Modelling the impacts of policies on microalgae fuel feedstocks diffusion;14th IAEE European Energy Conference;4;1;0;0;0;"Lauro André Ribeiro; Patricia Pereira da silva; Leila Ribeiro; Fernando Luís Dotti";Sim
Periódico;2014;B1;Paolo Rech;Modern GPUs Radiation Sensitivity Evaluation and Mitigation Through Duplication With Comparison;IEEE Transactions on Nuclear Science;9;3;1;0;0;"OLIVEIRA, DANIEL A. G.; Paolo Rech; QUINN, HEATHER M.; FAIRBANKS, THOMAS D.; MONROE, LAURA; MICHALAK, SARAH E.; ANDERSON-COOK, CHRISTINE; NAVAUX, PHILIPPE O. A.; CARRO, LUIGI";Sim
Periódico;2014;B1;Daniel Alfonso Gonçalves de Oliveira;Modern GPUs Radiation Sensitivity Evaluation and Mitigation Through Duplication With Comparison;IEEE Transactions on Nuclear Science;9;4;0;0;0;"Daniel Alfonso Gonçalves de Oliveira; RECH, PAOLO; QUINN, HEATHER M.; FAIRBANKS, THOMAS D.; MONROE, LAURA; MICHALAK, SARAH E.; ANDERSON-COOK, CHRISTINE; Philippe Olivier Alexandre Navaux; CARRO, LUIGI";Sim
Periódico;2014;B1;Luciana Salete Buriol;MOIRAE: A computational strategy to extract and represent structural information from experimental protein templates;Soft Computing;3;3;0;0;0;"Dorn, Márcio; Luís da Cunha Lamb; Luciana Salete Buriol";Sim
Periódico;2014;B1;Luís da Cunha Lamb;MOIRAE: A computational strategy to extract and represent structural information from experimental protein templates;Soft Computing;3;3;0;0;0;"Dorn, Márcio; Buriol, Luciana S.; Luís da Cunha Lamb";Sim
Periódico;2014;B1;Márcio Dorn;MOIRAE: A computational strategy to extract and represent structural information from experimental protein templates;Soft Computing;3;3;0;0;0;"Luciana Salete Buriol; Luis da Cunha Lamb; Márcio Dorn";Sim
Periódico;2014;A2;Lisandro Zambenedetti Granville;Monitoring Virtual Nodes using mashups;Computer Networks (1999);4;1;1;0;0;"RENDON, OSCAR MAURICIO CAICEDO; DOS SANTOS, CARLOS RANIERY PAULA; JACOBS, ARTHUR SELLE; Lisandro Zambenedetti Granville";Sim
Conferência;2014;A1;Luciana Nedel;Motivating people to perform better in exergames;ACM Symposium on Applied Computing;3;2;0;1;0;"NUNES, MATEUS; Luciana Porcher Nedel; ROESLER, VALTER";Sim
Conferência;2014;A1;Valter Roesler;Motivating People to Perform Better in Exergames: Competition in Virtual Environments;ACM Symposium on Applied Computing;3;2;0;1;0;"Mateus Bisotto Nunes; Valter Roesler; luciana nedel";Sim
Periódico;2014;A2;Claudio Fernando Resin Geyer;MRA++: Scheduling and Data Placement on MapReduce for Heterogeneous Environments;Future Generation Computer Systems;6;1;1;0;0;"Julio C. S. Anjos; Iván Marcelo Carrera Izurieta; Wagner Kolberg; André Luis Tibola; Luciana Bezerra Arantes; Claudio Fernando Resin Geyer";Sim
Conferência;2014;B1;Jerônimo Gustavo Grandi;Multidimensional Similarity Search for 2D-3D Medical Data Correlation and Fusion;Conference on Graphics, Patterns and Images;2;2;0;0;0;"Jerônimo Gustavo Grandi; Anderson Maciel";Sim
Conferência;2014;A1;Cláudio Rosito Jung;Multiview Image and Video Interpolation using Weighted Vector Median Filters;IEEE International Conference on Image Processing;3;1;0;0;0;"Guilherme Pinto Fickel; Cláudio Rosito Jung; Bowon Lee";Sim
